imdb_title_id,original_title,year,date_published,genre,duration,country,language,imdb_score,budget,worldwide_gross_income
tt0105483,A Stranger Among Us,1992,1992-11-13,"Crime, Drama, Romance",110,USA,"English, Yiddish, Hebrew",5.6,18000000,122.82994
tt0105526,The Taking of Beverly Hills,1991,1992-05-22,"Action, Thriller",96,"USA, Mexico",English,5.1,19000000,9.39277
tt0105585,Thunderheart,1992,1992-08-28,"Crime, Mystery, Thriller",119,USA,"English, Sioux",6.8,15000000,226.60758
tt0105616,Tom and Jerry: The Movie,1992,1993-10-15,"Animation, Comedy, Family",84,"USA, Germany",English,5.4,8000000,35.60469
tt0105629,Toys,1992,1993-05-06,"Adventure, Comedy, Drama",118,USA,English,5.1,43000000,232.78931
tt0105636,Trespass,1992,1993-08-07,"Action, Thriller",101,USA,English,6.3,14000000,132.49535
tt0105652,Tui shou,1991,1991-12-07,"Comedy, Drama",105,"Taiwan, USA","Mandarin, English",7.3,400000,1.52322
tt0105665,Twin Peaks: Fire Walk with Me,1992,1993-02-05,"Drama, Horror, Mystery",134,"France, USA",English,7.3,10000000,41.83547
tt0105690,Under Siege,1992,1993-02-04,"Action, Thriller",103,"France, USA","English, Italian",6.5,35000000,1565.63139
tt0105691,Under Suspicion,1991,1991-09-27,"Crime, Drama, Thriller",99,UK,English,6.5,6000000,2.21295
tt0105695,Unforgiven,1992,1993-02-19,"Drama, Western",130,USA,English,8.2,14400000,1591.57447
tt0105698,Universal Soldier,1992,1992-07-10,"Action, Sci-Fi",102,USA,English,6.0,23000000,362.99898
tt0105706,Used People,1992,1993-01-22,"Comedy, Drama, Romance",115,"USA, Japan",English,6.1,16000000,179.57265
tt0105719,The Vagrant,1992,1992-05-15,"Comedy, Horror, Thriller",91,"France, USA",English,5.9,9500000,0.059
tt0105789,The Waterdance,1992,1992-05-13,"Drama, Romance",106,USA,English,6.7,2700000,17.23319
tt0105790,Waterland,1992,1996-08-30,"Drama, Mystery",95,UK,English,6.6,10000000,11.00218
tt0105793,Wayne's World,1992,1992-02-14,"Comedy, Music",94,USA,"English, Cantonese",7.0,20000000,1830.97323
tt0105810,Where the Day Takes You,1992,1992-09-11,"Crime, Drama, Thriller",105,USA,English,6.6,3000000,3.90152
tt0105811,Whispers in the Dark,1992,1993-07-10,"Drama, Mystery, Thriller",103,USA,English,5.5,18000000,111.24511
tt0105824,Wind,1992,1993-05-21,"Action, Drama, Sport",126,"USA, Japan",English,6.5,29000000,55.19569
tt0106220,Addams Family Values,1993,1994-01-14,"Comedy, Fantasy",94,USA,English,6.7,47000000,489.19043
tt0106223,The Adventures of Huck Finn,1993,1993-04-02,"Adventure, Comedy, Drama",108,USA,"English, French",6.2,6500000,241.03594
tt0106226,The Age of Innocence,1993,1993-09-10,"Drama, Romance",139,USA,"English, Italian",7.2,34000000,322.5544
tt0106233,Airborne,1993,1993-09-17,"Adventure, Comedy, Sport",91,USA,English,6.3,2600000,28.50263
tt0106246,Alive,1993,1993-04-09,"Adventure, Biography, Drama",120,"USA, Canada",English,7.1,32000000,367.33909
tt0106264,Amongst Friends,1993,1993-07-23,"Crime, Drama",86,USA,English,5.8,1000000,2.65
tt0106307,Arizona Dream,1993,1998-05-29,"Comedy, Drama, Fantasy",142,"USA, France","English, Spanish, Inuktitut",7.3,19000000,1.12547
tt0106308,Army of Darkness,1992,1993-03-11,"Comedy, Fantasy, Horror",81,USA,English,7.5,11000000,115.02976
tt0106315,Aspen Extreme,1993,1993-01-22,"Drama, Romance, Sport",113,USA,English,6.0,14000000,80.41049
tt0106332,Ba wang bie ji,1993,1993,"Drama, Music, Romance",171,"China, Hong Kong",Mandarin,8.1,4000000,59.85074
tt0106353,Bank Robber,1993,1993-12-03,"Comedy, Crime, Romance",91,USA,English,4.6,2000000,1.15842
tt0106364,Batman: Mask of the Phantasm,1993,1993-12-25,"Animation, Action, Crime",76,USA,English,7.8,6000000,56.35204
tt0106375,Beethoven's 2nd,1993,1993-12-17,"Comedy, Family, Romance",89,USA,English,4.9,15000000,1182.43066
tt0106379,Being Human,1994,1994-05-06,"Comedy, Drama",122,"UK, Japan","English, Scottish Gaelic",5.5,40000000,15.19366
tt0106393,Best of the Best II,1993,1993-03-05,"Action, Crime, Drama",101,USA,English,5.6,7000000,66.08687
tt0106400,The Beverly Hillbillies,1993,1993-10-15,"Comedy, Family",92,USA,English,5.0,25000000,574.0522
tt0106447,"Bodies, Rest & Motion",1993,1993-04-09,Drama,95,USA,English,5.7,2500000,7.64724
tt0106452,Body Snatchers,1993,1993-08-20,"Horror, Sci-Fi",87,USA,English,6.0,13000000,4.28868
tt0106453,Body of Evidence,1992,1993-01-22,"Drama, Thriller",99,"Germany, USA",English,4.5,30000000,132.73595
tt0106455,Boiling Point,1993,1993-04-16,"Action, Crime, Drama",92,"USA, France",English,5.0,9000000,100.58318
tt0106464,Bopha!,1993,1993-09-24,Drama,120,USA,"English, Afrikaans",6.4,12000000,2.12483
tt0106469,Bound by Honor,1993,1993-08-27,"Crime, Drama",180,USA,"English, Spanish, Arabic",8.0,35000000,44.96583
tt0106489,A Bronx Tale,1993,1994-01-28,"Crime, Drama, Romance",121,USA,"English, Italian",7.8,22000000,172.87898
tt0106500,CB4,1993,1993-03-12,"Comedy, Music",89,USA,English,6.3,6000000,179.53778
